,basementsqft,bathroomcnt,bedroomcnt,calculatedbathnbr,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,propertycountylandusecode,propertyzoningdesc,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,threequarterbathnbr,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,logerror,transactiondate,year,propertylandusedesc,storydesc,typeconstructiondesc,airconditioningdesc,buildingclassdesc,heatingorsystemdesc
431,,2.0,3.0,2.0,,1536.0,1536.0,,,,,6037.0,,2.0,,,,34101012.0,-118273286.0,4049.0,,,0100,LAR1,12447.0,3101.0,268473.0,96008.0,0.0,,1.0,,,1964.0,,,149528.0,747652.0,2015.0,598124.0,9134.12,,,60371952022000.0,0.01,2016-01-05,2016,Single Family Residential,,,,,Central
432,,2.0,3.0,2.0,,1949.0,1949.0,,,,,6037.0,,2.0,,,,34099885.0,-118276205.0,5429.0,,,0100,LAR1,12447.0,3101.0,274359.0,96008.0,0.0,,1.0,,,1937.0,,,102104.0,144279.0,2015.0,42175.0,1820.52,,,60371952023006.0,0.1204,2016-01-05,2016,Single Family Residential,,,,,Central
433,,1.0,1.0,1.0,,768.0,768.0,,,,,6037.0,,1.0,,,,34065000.0,-118119000.0,32991.0,,,010C,MPR3YY,6021.0,3101.0,,96497.0,0.0,,1.0,,,2003.0,,,120661.0,227127.0,2015.0,106466.0,2956.59,,,60374817111001.0,-0.0346,2016-01-05,2016,Condominium,,,Central,,Central
434,,2.0,3.0,2.0,,1654.0,1654.0,,,,,6037.0,,2.0,,,,33994226.0,-118314335.0,5209.0,,,0100,LAR1,12447.0,3101.0,118208.0,96043.0,0.0,,1.0,,,1914.0,,,62705.0,245597.0,2015.0,182892.0,3286.35,Y,15.0,60372325003005.0,-0.0651,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
435,,2.0,2.0,2.0,,888.0,888.0,,,,,6037.0,,2.0,,,,33936600.0,-118130000.0,59012.0,,,010C,DOM1,4406.0,3101.0,,96101.0,0.0,,1.0,,,1991.0,,,37504.0,62943.0,2015.0,25439.0,1994.19,,,60375513001001.0,-0.0233,2016-01-05,2016,Condominium,,,Central,,Central
436,,3.0,3.0,3.0,,1418.0,1418.0,,,,,6037.0,,3.0,,,,34565097.0,-118036328.0,6643.0,,,0100,PDRI 7000,40227.0,3101.0,,97330.0,0.0,,1.0,,,1987.0,,,106559.0,133198.0,2015.0,26639.0,2621.38,,,60379107141002.0,0.0554,2016-01-05,2016,Single Family Residential,,,Central,,Central
437,,5.0,11.0,5.0,,4202.0,,,4202.0,,,6037.0,,5.0,,,,34056538.0,-118022407.0,14462.0,,,0400,EMR3YY,51861.0,3101.0,259606.0,96479.0,0.0,,4.0,,,1960.0,,,92576.0,112950.0,2015.0,20374.0,12942.2,,,60374339012000.0,0.044000000000000004,2016-01-05,2016,"Quadruplex (4 Units, Any Combination)",,,Central,,
438,,3.0,4.0,3.0,,3382.0,3382.0,,,,,6037.0,,3.0,,,,34599750.0,-118170898.0,9542.0,,,0100,PDR17000*,40227.0,3101.0,,97329.0,0.0,,1.0,,,2005.0,,,205000.0,317000.0,2015.0,112000.0,5200.07,,,60379102072008.0,0.1106,2016-01-05,2016,Single Family Residential,,,Central,,Central
439,,2.0,3.0,2.0,1424.0,1424.0,1424.0,,,1424.0,,6111.0,1.0,2.0,2.0,600.0,,34291815.0,-118722571.0,10028.0,1.0,385.0,1111,,27110.0,2061.0,,97116.0,6.0,,,,,1963.0,1.0,,224395.0,448790.0,2015.0,224395.0,5235.96,,,61110085003083.0,0.0208,2016-01-05,2016,Single Family Residential,,,,,
440,,3.5,4.0,3.5,2179.0,3770.0,3770.0,,,2179.0,,6111.0,1.0,3.0,2.0,454.0,,34242202.0,-119091176.0,8082.0,,,1111,,51239.0,2061.0,,97089.0,10.0,1.0,,,,1999.0,2.0,,441000.0,883000.0,2015.0,442000.0,9674.9,,,61110052051021.0,-0.0121,2016-01-05,2016,Single Family Residential,,,,,
441,,2.0,2.0,2.0,,1604.0,1604.0,,,,,6059.0,,2.0,2.0,0.0,,33736930.0,-117766674.0,,,,1,,52650.0,1286.0,274371.0,96939.0,0.0,,,,,2001.0,,,233919.0,563000.0,2015.0,329081.0,7055.24,,,60590524202020.0,0.0363,2016-01-05,2016,Condominium,,,,,
442,,3.0,3.0,3.0,,1438.0,1438.0,,,,,6037.0,,3.0,,,,34032700.0,-117796000.0,210438.0,,,010C,LCR3800015,24384.0,3101.0,,96505.0,0.0,,1.0,,,1981.0,,,200198.0,360870.0,2015.0,160672.0,4705.47,,,60374033162013.0,0.063,2016-01-05,2016,Condominium,,,Central,,Central
443,,2.5,3.0,2.5,,1934.0,1934.0,,,,,6059.0,1.0,2.0,2.0,457.0,,33921415.0,-117870858.0,4860.0,,,122,,17150.0,1286.0,,97035.0,7.0,1.0,,,,1976.0,2.0,,174962.0,405056.0,2015.0,230094.0,4793.6,,,60590218141003.0,0.0373,2016-01-05,2016,Single Family Residential,,,Central,,Forced air
444,,2.5,4.0,2.5,,2077.0,2077.0,,,,,6059.0,,2.0,2.0,455.0,,33921651.0,-117878109.0,5000.0,,,122,,17150.0,1286.0,,97035.0,8.0,1.0,,,,1983.0,2.0,,196927.0,260641.0,2015.0,63714.0,3269.34,,,60590218142003.0,0.0507,2016-01-05,2016,Single Family Residential,,,Yes,,
445,,2.5,3.0,2.5,,1578.0,1578.0,,,,,6059.0,,2.0,1.0,399.0,,33917444.0,-117891689.0,2586.0,,,122,,17150.0,1286.0,,97035.0,0.0,1.0,,,,1996.0,,,160523.0,435459.0,2015.0,274936.0,5210.26,,,60590015044018.0,0.0286,2016-01-05,2016,Single Family Residential,,,,,
446,,2.0,3.0,2.0,,1654.0,1654.0,,,,,6037.0,,2.0,,,,34009468.0,-118353493.0,7877.0,,,0100,LAR1,12447.0,3101.0,268097.0,95989.0,0.0,,1.0,,,1960.0,,,55871.0,87872.0,2015.0,32001.0,3449.38,,,60372364001001.0,-0.006999999999999999,2016-01-05,2016,Single Family Residential,,,,,Central
447,,2.0,4.0,2.0,,2116.0,2116.0,,,,,6037.0,,2.0,,,1.0,34266587.0,-118530046.0,10995.0,,,0104,LARE11,12447.0,3101.0,33183.0,96356.0,0.0,,1.0,,,1960.0,,,165928.0,330279.0,2015.0,164351.0,4206.99,,,60371112061017.0,0.0266,2016-01-05,2016,Single Family Residential,,,,,Central
448,,2.0,2.0,2.0,,1194.0,1194.0,,,,,6037.0,,2.0,,,,34162000.0,-118260000.0,8344.0,,,010C,GLR4*,45457.0,3101.0,275856.0,96321.0,0.0,,1.0,,,1982.0,,,119948.0,216749.0,2015.0,96801.0,2466.76,,,60373012043000.0,0.009000000000000001,2016-01-05,2016,Condominium,,,Central,,Central
449,,1.0,2.0,1.0,,1064.0,1064.0,,,,,6037.0,,1.0,,,,34160645.0,-118266342.0,5181.0,,,0100,GLR4YY,45457.0,3101.0,273837.0,96321.0,0.0,,1.0,,,1923.0,,,46655.0,233327.0,2015.0,186672.0,2582.06,,,60373012064006.0,0.0266,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
450,,2.0,2.0,2.0,,1067.0,1067.0,,,,,6037.0,,2.0,,,,34413700.0,-118549000.0,244076.0,1.0,,010C,SCUR4,54311.0,3101.0,48200.0,96378.0,0.0,,1.0,,,1987.0,,,153710.0,276923.0,2015.0,123213.0,4056.5,,,60379203291000.0,0.0159,2016-01-05,2016,Condominium,,,Central,,Central
451,,2.0,3.0,2.0,,1654.0,1654.0,,,,,6037.0,,2.0,,,,33960169.0,-118132646.0,6879.0,,,0100,DOR106,4406.0,3101.0,,96100.0,0.0,,1.0,,,1951.0,,,21647.0,57328.0,2015.0,35681.0,6654.84,,,60375507006007.0,0.0188,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
452,,4.0,3.0,4.0,,2000.0,2000.0,,,,,6037.0,,4.0,,,,34002800.0,-117821000.0,22339.0,,,012C,LCC3,24384.0,3101.0,,96505.0,0.0,,1.0,,,2006.0,,,265168.0,588125.0,2015.0,322957.0,7053.57,,,60374033231010.0,0.0119,2016-01-05,2016,Condominium,,,Central,,Central
453,,2.0,3.0,2.0,,1432.0,1432.0,,,,,6037.0,,2.0,,,,33854687.0,-118257020.0,6059.0,,,0100,CARS*,10723.0,3101.0,,96230.0,0.0,,1.0,,,1964.0,,,112257.0,225842.0,2015.0,113585.0,8343.73,,,60375433222003.0,-0.0502,2016-01-05,2016,Single Family Residential,,,,,Central
454,,6.0,5.0,6.0,,4851.0,4851.0,,,,,6037.0,,6.0,,,,34140505.0,-118675905.0,13191.0,1.0,,010D,,37688.0,3101.0,,96337.0,0.0,,1.0,,,2006.0,,,1053995.0,1754691.0,2015.0,700696.0,24115.53,,,60378002022025.0,-0.0566,2016-01-05,2016,Planned Unit Development,,,Central,,Central
455,,1.0,2.0,1.0,,982.0,982.0,,,,,6037.0,,1.0,,,,34019900.0,-118364000.0,588738.0,,,010G,LARD4,12447.0,3101.0,268097.0,95997.0,0.0,,1.0,,,1945.0,,,25979.0,42955.0,2015.0,16976.0,568.68,,,60372360001001.0,0.0953,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
456,,1.0,3.0,1.0,,1062.0,1062.0,,,,,6037.0,,1.0,,,,33822133.0,-118263526.0,5712.0,,,0100,CARS*,10723.0,3101.0,,96229.0,0.0,,1.0,,,1955.0,,,23845.0,45853.0,2015.0,22008.0,5264.24,,,60375437011000.0,-0.0758,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
457,,2.0,3.0,2.0,,2014.0,2014.0,,,,,6037.0,,2.0,,,,34494794.0,-118315924.0,109615.0,,,0100,LCA110000*,,3101.0,,96403.0,0.0,,1.0,,,1967.0,,,146776.0,387789.0,2015.0,241013.0,4424.17,,,60379108131038.0,-0.1188,2016-01-05,2016,Single Family Residential,,,Central,,Central
458,,2.0,3.0,2.0,,1611.0,1611.0,,,,,6037.0,,2.0,,,,34009229.0,-118320741.0,5335.0,,,0100,LAR1,12447.0,3101.0,274293.0,95989.0,0.0,,1.0,,,1928.0,,,203167.0,427445.0,2015.0,224278.0,5290.55,,,60372340004001.0,-0.001,2016-01-05,2016,Single Family Residential,,,,,Central
459,,2.5,2.0,2.5,,1383.0,1383.0,,,,,6059.0,,2.0,2.0,0.0,,33555952.0,-117689921.0,,,,34,,25459.0,1286.0,,96987.0,0.0,1.0,,,,1989.0,,,127379.0,368859.0,2015.0,241480.0,3702.48,,,60590423351010.0,0.0497,2016-01-05,2016,Condominium,,,,,
460,814.0,2.5,3.0,2.5,814.0,3399.0,3399.0,,,814.0,,6111.0,3.0,2.0,2.0,498.0,,34157660.0,-119222973.0,2625.0,,,1110,,13150.0,2061.0,,97106.0,8.0,1.0,,,,1993.0,3.0,,447918.0,1119538.0,2015.0,671620.0,12410.42,,,61110036123019.0,0.1302,2016-01-05,2016,Single Family Residential,Basement,,,,
461,,3.0,4.0,3.0,,1553.0,,,1553.0,,,6037.0,,3.0,,,,34026336.0,-118163290.0,5573.0,,,0300,LCR2*,17882.0,3101.0,,96003.0,0.0,,3.0,,,1926.0,,,130836.0,249804.0,2015.0,118968.0,4275.83,,,60375316041005.0,-0.0726,2016-01-05,2016,"Triplex (3 Units, Any Combination)",,,,,
462,,3.0,4.0,3.0,,2510.0,2510.0,,,,,6037.0,,3.0,,,,33960895.0,-118442991.0,6241.0,,,0100,LAR1,12447.0,3101.0,276514.0,96129.0,0.0,,1.0,,,1974.0,,,129100.0,220264.0,2015.0,91164.0,2915.58,,,60372766014004.0,-0.0253,2016-01-05,2016,Single Family Residential,,,,,Central
463,,1.0,3.0,1.0,,925.0,925.0,,,,,6037.0,,1.0,,,,33975363.0,-118173479.0,5028.0,,,0100,BLR2YY,30399.0,3101.0,,96083.0,0.0,,1.0,,,1950.0,,,84256.0,253556.0,2015.0,169300.0,3722.58,,,60375338053005.0,-0.3425,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
464,,3.0,3.0,3.0,,2061.0,2061.0,,,,,6037.0,,3.0,,,,34253500.0,-118529000.0,172260.0,1.0,,010C,LARD4,12447.0,3101.0,33183.0,96355.0,0.0,,1.0,,,1980.0,,,177439.0,323680.0,2015.0,146241.0,4104.98,,,60371112053005.0,-0.0253,2016-01-05,2016,Condominium,,,Central,,Central
465,,1.0,3.0,1.0,,1760.0,1760.0,,,,,6037.0,,1.0,,,,34056954.0,-118317820.0,7420.0,,,0100,LAR2,12447.0,3101.0,274514.0,95986.0,0.0,,1.0,,,1920.0,,,14870.0,68296.0,2015.0,53426.0,965.04,,,60372127011000.0,-0.0608,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
466,,2.0,2.0,2.0,,1292.0,,,1292.0,,,6037.0,,2.0,,,,34018547.0,-118298072.0,3960.0,,,0200,LARD2,12447.0,3101.0,118208.0,95988.0,0.0,,2.0,,,1937.0,,,78300.0,300000.0,2015.0,221700.0,3776.64,,,60372226002008.0,0.0344,2016-01-05,2016,"Duplex (2 Units, Any Combination)",,,,,
467,,2.0,3.0,2.0,,1440.0,1440.0,,,,,6037.0,,2.0,,,,34111616.0,-118236926.0,7504.0,,,0100,LAR1,12447.0,3101.0,273825.0,96046.0,0.0,,1.0,,,1921.0,,,110657.0,540992.0,2015.0,430335.0,6700.8,,,60371864031009.0,-0.0243,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
468,,2.0,3.0,2.0,1206.0,1206.0,1206.0,,,1206.0,,6111.0,1.0,2.0,2.0,462.0,,34214139.0,-118878826.0,10400.0,,,1111,,34278.0,2061.0,,96383.0,6.0,,,,,1963.0,1.0,,228230.0,456460.0,2015.0,228230.0,4888.76,,,61110066001025.0,0.01,2016-01-05,2016,Single Family Residential,,,,,
469,,5.5,5.0,5.5,,3749.0,3749.0,,,,,6059.0,1.0,5.0,2.0,472.0,1.0,33624525.0,-117858601.0,6305.0,,,122,,53571.0,1286.0,,96978.0,6.0,1.0,,,,2002.0,1.0,,636994.0,2403735.0,2015.0,1766741.0,25887.12,,,60590626441009.0,0.1222,2016-01-05,2016,Single Family Residential,,,,,
470,,2.0,2.0,2.0,,1364.0,1364.0,,,,,6037.0,,2.0,,,,34188976.0,-118451985.0,7504.0,,,0100,LAR1,12447.0,3101.0,41466.0,96420.0,0.0,,1.0,,,1948.0,,,125800.0,454000.0,2015.0,328200.0,5562.45,,,60371278061003.0,0.3968,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
471,,1.0,2.0,1.0,,730.0,730.0,,,,,6037.0,,1.0,,,,33817400.0,-118216000.0,154490.0,,,010E,LBR3T,46298.0,3101.0,275989.0,96244.0,0.0,,1.0,,,1965.0,,,66298.0,112197.0,2015.0,45899.0,1496.13,,,60375725002008.0,-0.0171,2016-01-05,2016,Condominium,,,,,Floor/Wall
472,,2.0,3.0,2.0,,1622.0,1622.0,,,,,6037.0,,2.0,,,,34188760.0,-118462222.0,7793.0,,,0100,LAR1,12447.0,3101.0,41466.0,96420.0,0.0,,1.0,,,1933.0,,,64490.0,123753.0,2015.0,59263.0,1579.03,,,60371278063003.0,0.3141,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
473,,1.0,3.0,1.0,,1113.0,1113.0,,,,,6037.0,,1.0,,,,33870651.0,-118179900.0,5741.0,,,0100,LBR1N,46298.0,3101.0,276476.0,96239.0,0.0,,1.0,,,1947.0,,,140587.0,338314.0,2015.0,197727.0,4145.54,,,60375705012010.0,-0.0346,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
474,,1.0,3.0,1.0,,978.0,978.0,,,,,6037.0,,1.0,,,,34115598.0,-117906426.0,5227.0,,,0100,AZR3C*,37015.0,3101.0,,96464.0,0.0,,1.0,,,1953.0,,,42077.0,73771.0,2015.0,31694.0,3872.14,,,60374043022002.0,0.11599999999999999,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
475,,1.0,3.0,1.0,,1232.0,1232.0,,,,,6037.0,,1.0,,,,34232225.0,-118536570.0,6340.0,,,0100,LAR1,12447.0,3101.0,33183.0,96354.0,0.0,,1.0,,,1952.0,,,140000.0,378000.0,2015.0,238000.0,4639.95,,,60371152022015.0,0.2508,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
476,,1.0,2.0,1.0,,903.0,903.0,,,,,6037.0,,1.0,,,,33997210.0,-118455366.0,4000.0,,,0100,LAR1,12447.0,3101.0,21056.0,96127.0,0.0,,1.0,,,1948.0,,,17927.0,58904.0,2015.0,40977.0,11640.4,,,60372737003002.0,-0.003,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
477,,1.0,2.0,1.0,,887.0,887.0,,,,,6059.0,,1.0,1.0,0.0,,33714985.0,-117758772.0,,,,34,,52650.0,1286.0,276486.0,96954.0,5.0,,,,,1977.0,1.0,,86073.0,306000.0,2015.0,219927.0,3268.82,,,60590524214006.0,0.0247,2016-01-05,2016,Condominium,,,,,
478,,1.0,1.0,1.0,,1064.0,1064.0,,,,,6059.0,,1.0,1.0,242.0,,33439676.0,-117638185.0,1991.0,,,122,,13693.0,1286.0,,96982.0,5.0,,,,,1964.0,1.0,,82789.0,319585.0,2015.0,236796.0,3232.68,,,60590421062018.0,0.0507,2016-01-05,2016,Single Family Residential,,,,,None
479,,2.5,4.0,2.5,,2460.0,2460.0,,,,,6059.0,1.0,2.0,2.0,474.0,,33816421.0,-117878834.0,6077.0,,,122,,16764.0,1286.0,275470.0,97025.0,8.0,1.0,,,,1977.0,2.0,,186002.0,631000.0,2015.0,444998.0,7516.26,,,60590863032013.0,0.0159,2016-01-05,2016,Single Family Residential,,,Yes,,
480,,2.0,2.0,2.0,,1807.0,1807.0,,,,,6037.0,,2.0,,,,34136158.0,-118180621.0,8802.0,,,0100,PSR6,47019.0,3101.0,275411.0,96293.0,0.0,,1.0,,,1949.0,,,85742.0,126109.0,2015.0,40367.0,1724.67,,,60374638004003.0,0.0363,2016-01-05,2016,Single Family Residential,,,Central,,Central
481,,2.0,3.0,2.0,,1224.0,1224.0,,,,,6037.0,,2.0,,,,33807400.0,-118352000.0,47026.0,1.0,,010E,TORR-MH,54722.0,3101.0,416330.0,96163.0,0.0,,1.0,,,1970.0,,,203500.0,452000.0,2015.0,248500.0,5155.85,,,60376512222017.0,0.0247,2016-01-05,2016,Condominium,,,,,Central
482,,5.0,4.0,5.0,,4398.0,4398.0,,,,,6037.0,,5.0,,,,34144140.0,-118460629.0,10733.0,1.0,,0101,LAR1,12447.0,3101.0,27080.0,96412.0,0.0,,1.0,,,1990.0,,,424820.0,1006740.0,2015.0,581920.0,12552.69,,,60371416002002.0,0.0488,2016-01-05,2016,Single Family Residential,,,Central,,Central
483,,2.0,5.0,2.0,,3147.0,3147.0,,,,,6037.0,,2.0,,,,34623819.0,-118228652.0,14611.0,,,0100,PDR112000*,40227.0,3101.0,,97329.0,0.0,,1.0,,,2005.0,,,249000.0,442000.0,2015.0,193000.0,6523.52,,,60379103021005.0,0.0459,2016-01-05,2016,Single Family Residential,,,Central,,Central
484,,3.5,3.0,3.5,,3448.0,3448.0,,,,,6059.0,,3.0,2.0,662.0,,33635528.0,-117867462.0,8289.0,,,122,,53571.0,1286.0,,96978.0,0.0,1.0,,,,1999.0,,,451447.0,1419522.0,2015.0,968075.0,15399.7,,,60590630072004.0,0.0218,2016-01-05,2016,Single Family Residential,,,,,
485,,2.0,2.0,2.0,,812.0,812.0,,,,,6059.0,,2.0,1.0,0.0,,33755364.0,-117954951.0,,,,34,,24832.0,1286.0,,97051.0,0.0,,,,,1986.0,,,69721.0,216335.0,2015.0,146614.0,2897.84,,,60590889014019.0,0.0383,2016-01-05,2016,Condominium,,,,,
486,,2.0,4.0,2.0,,1695.0,1695.0,,,,,6059.0,,2.0,1.0,370.0,,33738957.0,-117890930.0,6191.0,,,122,,47568.0,1286.0,273198.0,97003.0,8.0,,,,,1955.0,1.0,,39888.0,60233.0,2015.0,20345.0,4609.38,,,60590748013016.0,-0.006,2016-01-05,2016,Single Family Residential,,,,,
487,,2.0,4.0,2.0,,1581.0,,,1581.0,,,6037.0,,2.0,,,,34225673.0,-118446214.0,6666.0,,,0200,LAR2,12447.0,3101.0,13176.0,96411.0,0.0,,2.0,,,1948.0,,,35876.0,78286.0,2015.0,42410.0,3622.46,,,60371201051005.0,-0.0356,2016-01-05,2016,"Duplex (2 Units, Any Combination)",,,,,
488,,2.5,3.0,2.5,,1652.0,1652.0,,,,,6059.0,1.0,2.0,2.0,518.0,,33652197.0,-117588283.0,4500.0,,,122,,15554.0,1286.0,,96993.0,0.0,1.0,,,,1987.0,,,147925.0,246583.0,2015.0,98658.0,3404.5,,,60590320503004.0,0.1275,2016-01-05,2016,Single Family Residential,,,,,
489,,1.0,2.0,1.0,,1532.0,1532.0,,,,,6037.0,,1.0,,,,34136364.0,-118163541.0,7514.0,,,0100,PSR4,47019.0,3101.0,275411.0,96293.0,0.0,,1.0,,,1912.0,,,178200.0,894300.0,2015.0,716100.0,10272.28,,,60374637001012.0,-0.0987,2016-01-05,2016,Single Family Residential,,,,,Central
490,,2.0,2.0,2.0,,1063.0,1063.0,,,,,6059.0,,2.0,2.0,444.0,,33717228.0,-117771621.0,3696.0,,,122,,52650.0,1286.0,276486.0,96954.0,5.0,,,,,1982.0,1.0,,121985.0,227541.0,2015.0,105556.0,2528.34,,,60590525252000.0,0.0178,2016-01-05,2016,Single Family Residential,,,Yes,,
491,,3.0,4.0,3.0,,2294.0,2294.0,,,,,6037.0,,3.0,,,,34101982.0,-117729714.0,10423.0,,,0100,CLRS10000*,30908.0,3101.0,,96469.0,0.0,,1.0,,,1958.0,,,69134.0,81148.0,2015.0,12014.0,1499.36,,,60374019024030.0,-0.004,2016-01-05,2016,Single Family Residential,,,,,Central
492,,2.0,4.0,2.0,,1512.0,1512.0,,,,,6059.0,,2.0,2.0,458.0,,33817817.0,-118063416.0,9198.0,,,122,,46314.0,1286.0,,96218.0,7.0,,,,,1963.0,1.0,,39628.0,63442.0,2015.0,23814.0,6889.24,,,60591101174013.0,0.0227,2016-01-05,2016,Single Family Residential,,,,,
493,,3.0,2.0,3.0,,1184.0,1184.0,,,,,6037.0,,3.0,,,,34129100.0,-118153000.0,103568.0,1.0,,010C,PSR3,47019.0,3101.0,275411.0,96293.0,0.0,,1.0,,,1974.0,,,123868.0,426399.0,2015.0,302531.0,5013.44,,,60374639002000.0,-0.0233,2016-01-05,2016,Condominium,,,Central,,Central
494,,3.0,4.0,3.0,,2073.0,2073.0,,,,,6037.0,,3.0,,,,34075025.0,-117994145.0,9030.0,,,0100,BPR1*,10241.0,3101.0,,96465.0,0.0,,1.0,,,1937.0,,,219390.0,290878.0,2015.0,71488.0,3882.2,,,60374047014007.0,0.7453,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
495,,2.0,1.0,2.0,,912.0,912.0,,,,,6037.0,,2.0,,,,34494741.0,-117931788.0,444452.0,,,0100,LCA21*,29189.0,3101.0,,97323.0,0.0,,1.0,,,1992.0,,,89300.0,170400.0,2015.0,81100.0,2162.49,,,60379110011082.0,-0.3552,2016-01-05,2016,Single Family Residential,,,Central,,Central
496,,2.0,3.0,2.0,,1273.0,1273.0,,,,,6059.0,,2.0,2.0,400.0,,33942224.0,-117963581.0,7208.0,,,122,,18874.0,1286.0,,96186.0,6.0,,,,,1954.0,1.0,,76740.0,260828.0,2015.0,184088.0,3079.84,,,60590011013012.0,-0.1567,2016-01-05,2016,Single Family Residential,,,Yes,,
497,,2.0,3.0,2.0,,1273.0,1273.0,,,,,6059.0,,2.0,2.0,400.0,,33942224.0,-117963581.0,7208.0,,,122,,18874.0,1286.0,,96186.0,6.0,,,,,1954.0,1.0,,76740.0,260828.0,2015.0,184088.0,3079.84,,,60590011013012.0,-0.046,2016-06-29,2016,Single Family Residential,,,Yes,,
498,,1.0,2.0,1.0,,803.0,803.0,,,,,6059.0,,1.0,2.0,400.0,,33935232.0,-117950427.0,6515.0,,,122,,18874.0,1286.0,,96186.0,4.0,,,,,1948.0,1.0,,28727.0,320000.0,2015.0,291273.0,4356.72,,,60590012011001.0,-0.1462,2016-01-05,2016,Single Family Residential,,,,,
499,,3.0,2.0,3.0,,1870.0,1870.0,,,,,6037.0,,3.0,,,,34043498.0,-118621577.0,31455.0,1.0,,0101,LCRA40000*,12520.0,3101.0,,96116.0,0.0,,1.0,,,1960.0,,,350132.0,1750667.0,2015.0,1400535.0,21783.79,,,60378005061052.0,-0.1972,2016-01-05,2016,Single Family Residential,,,,,Central
500,,2.5,3.0,2.5,,1563.0,1563.0,,,,,6059.0,,2.0,2.0,0.0,,33659491.0,-117902379.0,,,,34,,38032.0,1286.0,,96958.0,0.0,1.0,,,,1985.0,,,122787.0,496935.0,2015.0,374148.0,5654.04,,,60590639063025.0,0.0296,2016-01-05,2016,Condominium,,,,,
501,,2.0,0.0,2.0,,870.0,870.0,,,,,6037.0,,2.0,,,,34102000.0,-118326000.0,12600.0,,,010E,LAC4,12447.0,3101.0,32059.0,96009.0,0.0,,1.0,,,1929.0,,,141088.0,350108.0,2015.0,209020.0,4417.16,,,60371910001012.0,0.001,2016-01-05,2016,Condominium,,,Central,,Central
502,,3.0,3.0,3.0,,2030.0,2030.0,,,,,6037.0,,3.0,,,,34132424.0,-118504999.0,19741.0,1.0,,0101,LARE15,12447.0,3101.0,51906.0,96426.0,0.0,,1.0,,,1966.0,,,172478.0,862404.0,2015.0,689926.0,10808.19,,,60371397024007.0,0.0989,2016-01-05,2016,Single Family Residential,,,Central,,Central
503,,1.0,2.0,1.0,,1730.0,1730.0,,,,,6037.0,,1.0,,,,33890721.0,-118207409.0,5288.0,,,0100,COPRM*,24174.0,3101.0,,96091.0,0.0,,1.0,,,1930.0,,,127484.0,247021.0,2015.0,119537.0,4582.46,,,60375424012006.0,0.0363,2016-01-05,2016,Single Family Residential,,,,,Floor/Wall
504,,2.5,3.0,2.5,,1320.0,1320.0,,,,,6059.0,1.0,2.0,2.0,437.0,,33789151.0,-117908091.0,1557.0,,,122,,24832.0,1286.0,,97047.0,6.0,1.0,,,,1965.0,2.0,,66836.0,266797.0,2015.0,199961.0,3540.24,,,60590884031021.0,0.124,2016-01-05,2016,Single Family Residential,,,,,
505,,3.0,3.0,3.0,,2716.0,2716.0,,,,,6037.0,,3.0,,,,33933311.0,-117975973.0,3927.0,,,010D,WHC2*,18874.0,3101.0,,96171.0,0.0,,1.0,,,1990.0,,,183911.0,456104.0,2015.0,272193.0,5214.04,,,60375034012001.0,0.1756,2016-01-05,2016,Planned Unit Development,,,Central,,Central
506,,2.5,3.0,2.5,,1481.0,1481.0,,,,,6059.0,,2.0,2.0,0.0,,33728641.0,-117761354.0,,,,34,,52650.0,1286.0,274815.0,96954.0,0.0,1.0,,,,1998.0,,,156197.0,326714.0,2015.0,170517.0,4619.34,,,60590524201092.0,0.0149,2016-01-05,2016,Condominium,,,,,
507,,3.0,4.0,3.0,,2792.0,2792.0,,,,,6059.0,,3.0,2.0,0.0,,33650824.0,-117815523.0,,,,34,,52650.0,1286.0,275785.0,96947.0,0.0,,,,,1978.0,,,338868.0,975425.0,2015.0,636557.0,10216.48,,,60590626281002.0,0.0286,2016-01-05,2016,Condominium,,,,,
